IPK,Penghasilan,Tanggungan,Prestasi,Semester,Status_Beasiswa
3.83,7309281,3,Ada,3,Layak
3.77,3930929,5,Ada,3,Layak
2.77,4246455,5,Tidak Ada,8,Tidak Layak
3.23,4691963,1,Tidak Ada,8,Tidak Layak
2.75,8178213,1,Ada,8,Tidak Layak
3.08,9948654,4,Ada,6,Tidak Layak
3.8,3712746,3,Tidak Ada,8,Layak
3.64,3333601,1,Ada,7,Layak
3.12,2253523,5,Ada,2,Layak
2.84,4109855,3,Ada,5,Layak
2.97,4286655,2,Ada,6,Layak
2.83,6544661,4,Tidak Ada,6,Tidak Layak
3.93,3267588,1,Tidak Ada,2,Layak
2.98,2378269,3,Ada,7,Layak
2.7,9033006,2,Ada,3,Tidak Layak
3.68,3958020,5,Ada,8,Layak
2.64,5266437,4,Tidak Ada,6,Tidak Layak
3.6,8020938,2,Tidak Ada,3,Tidak Layak
2.87,2226272,3,Tidak Ada,3,Layak
3.36,1639648,3,Tidak Ada,3,Layak
3.2,9828316,1,Ada,6,Tidak Layak
2.58,6486512,1,Tidak Ada,3,Tidak Layak
3.24,4291108,5,Tidak Ada,8,Layak
3.08,8848227,2,Tidak Ada,4,Tidak Layak
3.7,3291770,3,Tidak Ada,6,Layak
3.11,9691187,3,Ada,3,Tidak Layak
3.89,5118789,2,Tidak Ada,7,Layak
2.95,4064527,1,Ada,8,Layak
3.68,6352976,2,Ada,5,Layak
3.91,7949720,2,Ada,8,Layak
3.78,1668561,4,Tidak Ada,7,Layak
3.86,6248065,3,Ada,2,Layak
2.51,7836766,4,Tidak Ada,2,Tidak Layak
2.69,7555245,5,Ada,4,Layak
3.29,6122791,3,Tidak Ada,4,Tidak Layak
2.76,2986709,2,Tidak Ada,5,Tidak Layak
3.23,2982988,2,Ada,7,Layak
3.08,8963331,5,Tidak Ada,5,Tidak Layak
2.82,3289806,2,Tidak Ada,4,Tidak Layak
2.61,5426427,4,Tidak Ada,8,Tidak Layak
2.71,1935643,1,Ada,7,Layak
3.09,6901882,1,Tidak Ada,4,Tidak Layak
2.83,4755298,4,Tidak Ada,4,Tidak Layak
3.97,5826943,3,Ada,6,Layak
3.55,9709842,1,Ada,8,Tidak Layak
3.69,8054954,2,Ada,6,Layak
3.4,2089352,1,Tidak Ada,2,Layak
2.92,8804737,4,Ada,4,Tidak Layak
2.96,2540062,5,Tidak Ada,3,Layak
3.83,6391894,5,Ada,6,Layak
2.52,8192666,4,Tidak Ada,4,Tidak Layak
2.98,4344814,5,Ada,7,Layak
3.82,2427028,4,Ada,4,Layak
3.02,3004895,3,Tidak Ada,4,Layak
3.2,5662974,5,Tidak Ada,7,Tidak Layak
2.72,8910085,1,Tidak Ada,5,Tidak Layak
3.52,1567952,3,Ada,5,Layak
3.33,6767872,3,Ada,4,Layak
2.68,9152910,1,Tidak Ada,6,Tidak Layak
3.72,7553572,5,Ada,5,Layak
3.18,4522488,3,Tidak Ada,3,Tidak Layak
2.85,6138909,3,Tidak Ada,6,Tidak Layak
3.37,7466451,1,Ada,2,Layak
3.62,2434836,5,Ada,8,Layak
2.76,5520362,2,Ada,8,Layak
2.71,8942917,5,Tidak Ada,8,Tidak Layak
2.55,8398501,2,Ada,2,Tidak Layak
2.61,6593032,2,Ada,4,Tidak Layak
3.43,4812739,1,Tidak Ada,6,Tidak Layak
2.73,7915962,2,Ada,2,Tidak Layak
2.82,3422244,2,Tidak Ada,6,Tidak Layak
2.62,8517415,2,Ada,5,Tidak Layak
3.85,8382538,3,Ada,5,Layak
2.68,2995166,5,Tidak Ada,2,Tidak Layak
3.88,8347946,1,Tidak Ada,2,Tidak Layak
3.96,4613119,1,Tidak Ada,5,Layak
3.48,3706810,5,Ada,3,Layak
2.81,9996574,4,Tidak Ada,2,Tidak Layak
3.48,2939977,1,Ada,4,Layak
3.64,9799614,2,Ada,6,Layak
2.89,2275128,3,Ada,8,Layak
2.7,6851804,5,Ada,6,Layak
3.39,9435922,4,Ada,8,Layak
3.03,8495844,2,Tidak Ada,2,Tidak Layak
3.1,3170411,2,Ada,4,Layak
3.48,7310041,1,Tidak Ada,8,Tidak Layak
3.08,9894828,1,Tidak Ada,4,Tidak Layak
3.97,9837388,2,Ada,6,Layak
3.66,8849896,3,Ada,8,Layak
3.95,5040765,2,Tidak Ada,7,Layak
2.91,9720402,4,Tidak Ada,6,Tidak Layak
3.27,1595856,3,Tidak Ada,2,Layak
3.23,3239204,1,Ada,3,Layak
2.79,4335512,1,Tidak Ada,2,Tidak Layak
2.93,3805129,2,Ada,2,Layak
2.54,3484540,2,Ada,7,Layak
2.61,9730798,4,Ada,7,Tidak Layak
2.79,6282614,5,Tidak Ada,8,Tidak Layak
3.48,8356612,5,Ada,2,Layak
2.8,4846709,5,Tidak Ada,8,Tidak Layak
3.2,3566776,1,Tidak Ada,3,Tidak Layak
3.76,8759513,2,Tidak Ada,6,Tidak Layak
3.17,8146695,5,Ada,3,Layak
3.95,2930888,1,Tidak Ada,6,Layak
2.77,9470766,5,Tidak Ada,3,Tidak Layak
3.71,2575091,3,Tidak Ada,5,Layak
3.16,7575090,2,Tidak Ada,5,Tidak Layak
3.18,8679164,5,Tidak Ada,6,Tidak Layak
2.53,4267359,1,Tidak Ada,8,Tidak Layak
3.95,3312146,3,Tidak Ada,6,Layak
3.96,7368992,1,Tidak Ada,3,Tidak Layak
3.55,4681807,2,Tidak Ada,5,Layak
2.96,8950242,4,Tidak Ada,8,Tidak Layak
3.34,5031145,3,Ada,7,Layak
2.95,8672906,4,Ada,5,Tidak Layak
2.66,4658181,1,Tidak Ada,4,Tidak Layak
3.62,6268585,5,Ada,6,Layak
2.76,3530624,3,Ada,4,Layak
3.47,4847950,4,Ada,5,Layak
3.59,9274296,1,Ada,6,Layak
3.24,7760432,1,Tidak Ada,7,Tidak Layak
2.87,6318529,2,Ada,7,Layak
3.05,9911727,4,Ada,7,Tidak Layak
3.6,9097668,3,Ada,4,Layak
3.28,3905071,3,Ada,6,Layak
3.96,4056471,1,Tidak Ada,8,Layak
2.51,7790610,2,Ada,8,Tidak Layak
3.63,3468062,1,Ada,8,Layak
3.41,7313481,3,Ada,8,Layak
3.51,2314356,2,Ada,2,Layak
3.85,3828897,3,Ada,4,Layak
2.52,7625860,5,Tidak Ada,8,Tidak Layak
3.72,3216126,3,Ada,5,Layak
2.82,2251247,5,Ada,7,Layak
3.74,4835430,1,Ada,5,Layak
3.4,2304069,1,Tidak Ada,3,Layak
3.34,9597186,4,Ada,5,Layak
3.44,1514425,2,Tidak Ada,4,Layak
3.56,2891819,1,Tidak Ada,7,Layak
2.85,8402288,4,Tidak Ada,7,Tidak Layak
3.72,4774073,4,Tidak Ada,5,Layak
2.9,9438738,5,Ada,2,Tidak Layak
2.56,1899185,3,Tidak Ada,7,Tidak Layak
3.82,6016974,3,Tidak Ada,7,Layak
3.35,2518364,1,Ada,5,Layak
3.76,3574678,3,Tidak Ada,4,Layak
3.81,6133682,3,Tidak Ada,3,Layak
3.53,8638197,3,Ada,2,Layak
3.39,2285345,1,Ada,3,Layak
3.91,8799258,5,Ada,8,Layak
2.81,5199618,4,Tidak Ada,6,Tidak Layak
3.63,7916265,1,Tidak Ada,3,Tidak Layak
3.84,4596818,4,Tidak Ada,7,Layak
3.92,9169144,3,Tidak Ada,5,Tidak Layak
3.58,9693168,2,Ada,5,Layak
3.13,5634667,1,Ada,5,Layak
2.81,4661663,3,Tidak Ada,3,Tidak Layak
3.35,4532563,3,Ada,2,Layak
2.71,1585591,2,Tidak Ada,4,Tidak Layak
2.6,3546416,5,Ada,2,Layak
2.87,6586870,2,Ada,7,Layak
2.61,6379177,1,Ada,4,Tidak Layak
3.25,8849561,5,Ada,4,Layak
3.47,7997809,2,Ada,6,Layak
3.48,7246119,3,Tidak Ada,7,Tidak Layak
2.81,3301952,4,Ada,6,Layak
3.35,9148273,3,Tidak Ada,5,Tidak Layak
3.9,8532905,5,Ada,5,Layak
2.53,2957315,3,Tidak Ada,7,Tidak Layak
2.68,3613527,2,Ada,3,Layak
2.7,5079894,1,Ada,8,Layak
3.71,2637485,1,Tidak Ada,7,Layak
3.24,1534510,4,Ada,4,Layak
3.92,7421507,2,Tidak Ada,3,Tidak Layak
3.14,8106140,4,Tidak Ada,8,Tidak Layak
3.66,2971274,3,Tidak Ada,2,Layak
2.89,4541035,4,Ada,4,Layak
3.76,5996874,1,Tidak Ada,5,Tidak Layak
3.92,6825870,1,Ada,8,Layak
3.65,6387163,5,Ada,7,Layak
3.91,4467658,5,Ada,7,Layak
3.89,5022591,5,Tidak Ada,4,Layak
3.51,2459012,1,Tidak Ada,2,Layak
3.49,3475975,5,Ada,3,Layak
3.74,4002632,3,Ada,2,Layak
2.93,6851426,3,Tidak Ada,8,Tidak Layak
2.52,2224568,5,Ada,5,Layak
3.89,3067692,4,Tidak Ada,8,Layak
2.58,2059168,1,Tidak Ada,7,Tidak Layak
2.81,3270826,5,Ada,3,Layak
2.68,4112902,4,Tidak Ada,8,Tidak Layak
3.33,4434312,4,Ada,8,Layak
3.16,9373647,1,Ada,3,Tidak Layak
3.74,9986025,1,Ada,7,Layak
2.93,4456649,2,Ada,8,Layak
3.65,5838748,3,Tidak Ada,5,Tidak Layak
2.78,9938182,4,Ada,4,Tidak Layak
3.44,4728335,3,Ada,4,Layak
3.48,3534328,4,Tidak Ada,4,Layak
3.14,5951774,2,Ada,7,Layak
3.1,4004153,3,Tidak Ada,8,Tidak Layak
3.83,7933684,1,Tidak Ada,4,Tidak Layak
3.96,6965566,4,Ada,5,Layak
2.79,5974760,4,Tidak Ada,3,Tidak Layak
3.66,2629429,2,Ada,8,Layak
3.78,5069873,3,Tidak Ada,6,Layak
3.78,5516284,5,Ada,7,Layak
2.82,6539522,2,Tidak Ada,7,Tidak Layak
3.27,2049634,2,Ada,3,Layak
3.71,3411950,4,Tidak Ada,6,Layak
2.62,4440639,2,Ada,5,Layak
3.51,8544392,5,Ada,2,Layak
2.66,6477188,5,Tidak Ada,5,Tidak Layak
3.62,2738503,2,Ada,4,Layak
3.57,1833060,1,Tidak Ada,4,Layak
3.17,8615375,2,Tidak Ada,6,Tidak Layak
2.57,4394978,1,Ada,2,Layak
3.83,9256688,3,Ada,2,Layak
3.76,4111173,1,Tidak Ada,3,Layak
3.07,8430250,3,Tidak Ada,6,Tidak Layak
3.91,5062452,5,Tidak Ada,4,Layak
3.06,3016008,5,Ada,7,Layak
3.27,2919330,5,Tidak Ada,7,Layak
3.55,2603091,5,Ada,2,Layak
2.59,4180928,3,Ada,2,Layak
3.42,6583212,5,Tidak Ada,2,Tidak Layak
3.88,7411342,2,Tidak Ada,4,Tidak Layak
3.29,4176154,3,Tidak Ada,2,Tidak Layak
3.95,3315689,2,Tidak Ada,7,Layak
3.33,7400439,5,Tidak Ada,3,Tidak Layak
3.64,4301377,2,Tidak Ada,4,Layak
3.83,9155271,1,Tidak Ada,2,Tidak Layak
2.78,1521179,4,Ada,7,Layak
3.01,6505703,1,Ada,4,Layak
2.83,7837356,3,Ada,3,Tidak Layak
3.99,2704707,1,Ada,7,Layak
2.77,6408892,2,Ada,5,Layak
3.39,8419399,2,Ada,5,Layak
3.52,8254510,4,Tidak Ada,4,Tidak Layak
3.98,5168839,3,Ada,5,Layak
3.79,8041896,1,Ada,8,Layak
3.78,8152463,2,Tidak Ada,4,Tidak Layak
3.52,5342043,4,Tidak Ada,6,Layak
2.53,3067737,4,Ada,7,Layak
2.97,8453122,4,Ada,8,Layak
2.71,6857313,1,Tidak Ada,7,Tidak Layak
3.75,5426516,1,Ada,7,Layak
3.67,2869943,5,Ada,7,Layak
3.27,2115692,2,Tidak Ada,4,Layak
2.87,9375728,5,Tidak Ada,8,Tidak Layak
3.64,4384719,2,Tidak Ada,6,Layak
3.82,8495801,5,Tidak Ada,7,Tidak Layak
3.32,7810671,1,Tidak Ada,8,Tidak Layak
3.85,3583820,5,Tidak Ada,4,Layak
3.53,8308747,2,Ada,2,Layak
3.98,3541836,2,Tidak Ada,4,Layak
2.8,2934467,3,Ada,3,Layak
3.25,4306299,4,Tidak Ada,6,Layak
3.69,7785169,5,Tidak Ada,8,Tidak Layak
3.65,7627910,2,Ada,3,Layak
3.52,5184695,2,Tidak Ada,7,Tidak Layak
2.75,8785930,4,Tidak Ada,4,Tidak Layak
3.68,5096198,3,Tidak Ada,4,Layak
3.09,3177003,3,Ada,8,Layak
3.44,2163622,2,Tidak Ada,3,Layak
3.36,9477101,1,Tidak Ada,7,Tidak Layak
3.87,8281880,4,Ada,4,Layak
2.9,7262242,3,Ada,6,Layak
3.33,7875725,5,Tidak Ada,2,Tidak Layak
3.84,1899319,5,Ada,6,Layak
2.64,5908545,1,Ada,6,Layak
3.55,3675640,2,Ada,3,Layak
3.3,4962513,5,Tidak Ada,6,Layak
2.74,5603617,1,Ada,8,Layak
2.53,7348182,2,Tidak Ada,7,Tidak Layak
3.15,7844552,5,Tidak Ada,6,Tidak Layak
3.89,8528867,4,Ada,8,Layak
3.19,2199830,3,Ada,4,Layak
3.11,8021575,4,Ada,8,Layak
2.74,2334175,5,Tidak Ada,3,Layak
3.59,8318710,5,Ada,2,Layak
3.83,9075221,3,Tidak Ada,7,Tidak Layak
3.89,8337158,3,Ada,7,Layak
3.97,1951436,2,Tidak Ada,5,Layak
3.79,6988269,1,Tidak Ada,8,Tidak Layak
3.27,7820856,1,Tidak Ada,3,Tidak Layak
2.53,7098161,3,Ada,6,Tidak Layak
3.82,9740151,3,Tidak Ada,2,Tidak Layak
3.91,2454192,3,Ada,2,Layak
3.18,1725612,4,Ada,5,Layak
3.51,9218390,4,Ada,4,Layak
3.96,2143606,2,Ada,8,Layak
3.95,4452837,3,Ada,4,Layak
2.71,5212145,5,Ada,3,Layak
3.43,1984780,4,Tidak Ada,7,Layak
2.69,5346305,4,Tidak Ada,6,Tidak Layak
3.16,7551867,2,Ada,5,Layak
3.25,3205080,4,Tidak Ada,6,Layak
2.92,3796893,4,Tidak Ada,3,Tidak Layak
3.84,1572264,5,Ada,2,Layak
3.18,9309332,4,Ada,5,Layak
3.15,5883070,2,Ada,4,Layak
3.35,8011287,1,Tidak Ada,5,Tidak Layak
2.87,2898916,2,Ada,7,Layak
3.84,3557956,3,Ada,4,Layak
3.1,1558175,2,Ada,2,Layak
3.84,6798692,1,Ada,7,Layak
3.13,6896757,5,Tidak Ada,6,Tidak Layak
3.54,7938545,3,Tidak Ada,3,Tidak Layak
3.61,8459158,4,Ada,2,Layak
3.12,8056408,4,Ada,8,Layak
3.66,8199730,5,Tidak Ada,5,Tidak Layak
3.9,3311992,1,Ada,5,Layak
2.61,1583086,2,Ada,3,Layak
3.16,6333439,4,Ada,5,Layak
3.88,5103208,5,Tidak Ada,5,Layak
3.22,6706367,3,Tidak Ada,5,Tidak Layak
3.31,2716396,5,Tidak Ada,7,Layak
3.09,3042620,4,Ada,4,Layak
3.48,9739295,2,Tidak Ada,2,Tidak Layak
3.26,7534589,5,Tidak Ada,7,Tidak Layak
2.89,5492910,2,Ada,8,Layak
3.09,6381550,1,Ada,2,Layak
3.05,8711324,1,Ada,5,Tidak Layak
3.61,5964878,5,Ada,8,Layak
3.27,1729652,5,Tidak Ada,3,Layak
3.19,3446698,5,Ada,3,Layak
3.34,9309345,5,Ada,7,Layak
3.87,7688387,5,Ada,4,Layak
3.03,5785938,1,Tidak Ada,8,Tidak Layak
3.59,5724019,1,Ada,6,Layak
3.16,4874758,5,Tidak Ada,5,Layak
2.56,2477987,5,Ada,6,Layak
3.81,3783630,5,Ada,4,Layak
3.72,8691629,2,Tidak Ada,5,Tidak Layak
3.65,7340210,4,Tidak Ada,2,Tidak Layak
2.74,9936438,3,Ada,2,Tidak Layak
3.12,7007220,4,Ada,8,Layak
3.24,7784508,2,Tidak Ada,3,Tidak Layak
3.46,2689611,5,Ada,7,Layak
2.72,2813981,5,Tidak Ada,8,Layak
3.27,9497294,4,Ada,4,Layak
3.65,9507751,1,Ada,2,Tidak Layak
3.22,2322317,1,Tidak Ada,6,Layak
3.48,7657769,4,Tidak Ada,7,Tidak Layak
3.09,7222622,4,Tidak Ada,6,Tidak Layak
2.8,6960323,3,Ada,7,Layak
3.32,1755672,1,Ada,2,Layak
2.6,1527122,4,Ada,5,Layak
2.55,7279990,1,Ada,7,Tidak Layak
2.91,1632508,1,Tidak Ada,3,Layak
2.66,1584403,1,Ada,3,Layak
3.48,4799337,3,Ada,2,Layak
3.11,8346602,3,Ada,5,Layak
3.52,6037568,3,Tidak Ada,2,Tidak Layak
3.21,8643584,1,Ada,4,Tidak Layak
3.3,4350442,3,Ada,3,Layak
3.46,9120898,5,Ada,8,Layak
3.2,2930954,4,Ada,5,Layak
2.63,4150786,4,Tidak Ada,3,Tidak Layak
2.55,9871599,3,Ada,3,Tidak Layak
3.16,6816608,3,Ada,6,Layak
2.86,6579895,2,Tidak Ada,6,Tidak Layak
3.54,1855760,1,Ada,8,Layak
3.9,6396479,4,Tidak Ada,7,Layak
3.9,5723334,4,Tidak Ada,3,Layak
2.62,1987976,1,Tidak Ada,5,Tidak Layak
2.68,3876189,2,Tidak Ada,5,Tidak Layak
2.7,8472305,2,Tidak Ada,8,Tidak Layak
3.46,8835677,5,Ada,8,Layak
3.9,3508063,5,Tidak Ada,8,Layak
2.54,5915130,5,Ada,4,Layak
3.34,6380539,4,Ada,7,Layak
3.17,3922480,3,Tidak Ada,7,Layak
2.89,5084324,2,Tidak Ada,6,Tidak Layak
2.98,3860532,5,Tidak Ada,7,Layak
2.67,2124109,1,Tidak Ada,3,Tidak Layak
3.93,1853126,1,Tidak Ada,8,Layak
3.25,5706989,2,Tidak Ada,4,Tidak Layak
3.66,5622188,5,Ada,4,Layak
2.9,5447265,2,Ada,5,Layak
2.68,4368045,1,Tidak Ada,4,Tidak Layak
3.53,2340720,5,Tidak Ada,7,Layak
2.59,3089214,5,Tidak Ada,2,Tidak Layak
3.78,6884176,5,Tidak Ada,4,Layak
3.26,5225230,1,Ada,2,Layak
3.15,7623637,5,Ada,7,Layak
3.29,2131884,2,Ada,3,Layak
3.21,5897458,5,Ada,5,Layak
3.8,2504824,3,Ada,8,Layak
2.66,3792262,2,Ada,3,Layak
2.99,3562639,5,Ada,8,Layak
2.62,3600311,1,Ada,5,Layak
3.66,8550305,5,Tidak Ada,8,Tidak Layak
3.58,2183284,4,Tidak Ada,4,Layak
2.86,5604066,5,Tidak Ada,8,Tidak Layak
3.31,2274079,4,Tidak Ada,8,Layak
3.11,8007292,3,Tidak Ada,6,Tidak Layak
3.42,9598644,3,Ada,2,Tidak Layak
2.63,9677372,3,Tidak Ada,5,Tidak Layak
3.79,9344505,5,Tidak Ada,3,Tidak Layak
2.65,2738297,4,Ada,5,Layak
3.91,3806894,1,Ada,3,Layak
2.51,5079195,4,Tidak Ada,7,Tidak Layak
3.02,9201020,3,Ada,4,Tidak Layak
3.29,4860377,3,Tidak Ada,6,Tidak Layak
3.37,6476494,5,Ada,6,Layak
3.12,5685466,1,Ada,8,Layak
2.73,8962974,5,Tidak Ada,2,Tidak Layak
2.89,9822063,3,Tidak Ada,6,Tidak Layak
2.8,1645120,5,Ada,7,Layak
3.89,8966202,3,Tidak Ada,2,Tidak Layak
3.35,5721486,5,Tidak Ada,5,Tidak Layak
3.36,6481129,1,Tidak Ada,2,Tidak Layak
2.77,1815050,4,Tidak Ada,4,Layak
3.11,7487859,3,Tidak Ada,8,Tidak Layak
3.88,2257624,1,Tidak Ada,3,Layak
3.48,4379414,1,Tidak Ada,6,Tidak Layak
3.9,3096254,5,Ada,4,Layak
3.17,6972441,5,Tidak Ada,2,Tidak Layak
3.1,7887798,1,Ada,2,Tidak Layak
3.47,9571605,4,Ada,4,Layak
3.77,3413587,4,Ada,5,Layak
2.83,3633916,3,Ada,5,Layak
2.84,9015588,1,Tidak Ada,6,Tidak Layak
3.32,5260367,2,Tidak Ada,3,Tidak Layak
2.6,6664188,1,Tidak Ada,4,Tidak Layak
2.74,4495050,2,Ada,5,Layak
3.76,7016362,1,Tidak Ada,8,Tidak Layak
3.5,9602110,3,Tidak Ada,2,Tidak Layak
3.33,4332376,4,Ada,3,Layak
3.23,2918784,1,Tidak Ada,7,Layak
2.99,9589410,1,Tidak Ada,8,Tidak Layak
3.03,6369913,3,Ada,5,Layak
2.51,6139885,5,Tidak Ada,8,Tidak Layak
3.09,8878631,2,Ada,4,Tidak Layak
3.43,3298336,2,Tidak Ada,7,Layak
3.47,2457867,1,Tidak Ada,8,Layak
3.44,6700952,4,Ada,5,Layak
2.7,3102813,1,Tidak Ada,4,Tidak Layak
2.52,2011213,3,Ada,6,Layak
3.21,8130119,5,Ada,2,Layak
3.1,8121586,5,Tidak Ada,4,Tidak Layak
2.83,9902506,1,Ada,5,Tidak Layak
3.88,3282474,3,Ada,4,Layak
3.58,7205365,5,Ada,2,Layak
3.28,4769875,5,Ada,7,Layak
3.1,2939592,5,Ada,7,Layak
2.82,3841152,2,Ada,7,Layak
2.79,8716123,1,Tidak Ada,8,Tidak Layak
3.78,9551594,3,Tidak Ada,8,Tidak Layak
2.69,2101108,3,Ada,8,Layak
2.57,7765385,2,Tidak Ada,3,Tidak Layak
3.69,7359824,2,Tidak Ada,6,Tidak Layak
2.64,9927403,2,Ada,5,Tidak Layak
2.61,6635267,2,Tidak Ada,7,Tidak Layak
3.42,7476293,5,Ada,6,Layak
3.17,9111088,3,Tidak Ada,4,Tidak Layak
3.55,8286413,4,Tidak Ada,7,Tidak Layak
3.37,6664524,1,Tidak Ada,7,Tidak Layak
3.94,2004898,2,Tidak Ada,3,Layak
2.8,8296983,2,Tidak Ada,2,Tidak Layak
3.36,3665742,2,Ada,2,Layak
2.84,8599388,4,Tidak Ada,5,Tidak Layak
3.65,8789078,4,Ada,2,Layak
3.74,9257967,2,Ada,8,Layak
3.44,3683542,5,Tidak Ada,6,Layak
3.66,3326341,4,Ada,3,Layak
3.26,3333185,3,Tidak Ada,7,Layak
3.32,3426458,5,Ada,5,Layak
3.41,4268696,2,Ada,8,Layak
3.58,8481822,1,Tidak Ada,3,Tidak Layak
3.01,6930402,1,Ada,2,Layak
3.04,8504211,4,Tidak Ada,8,Tidak Layak
3.19,7291070,5,Ada,6,Layak
2.59,4829854,1,Ada,2,Layak
2.61,6225805,2,Ada,6,Layak
3.47,5553899,1,Ada,7,Layak
3.68,4858296,1,Ada,2,Layak
2.55,3955717,4,Tidak Ada,3,Tidak Layak
3.06,5744348,2,Ada,2,Layak
3.72,5576999,3,Ada,3,Layak
3.86,5764080,4,Ada,5,Layak
3.09,1896562,4,Tidak Ada,7,Layak
2.63,6176808,4,Ada,4,Layak
2.9,8371615,2,Tidak Ada,6,Tidak Layak
3.4,4312627,4,Ada,4,Layak
3.06,8069727,2,Tidak Ada,3,Tidak Layak
3.24,5998912,3,Ada,2,Layak
3.14,4589339,4,Ada,6,Layak
2.94,5725820,4,Ada,6,Layak
2.96,6531924,1,Tidak Ada,5,Tidak Layak
2.85,3373090,1,Ada,4,Layak
3.61,1629189,5,Ada,4,Layak
3.49,7334176,4,Tidak Ada,4,Tidak Layak
3.49,8621229,4,Ada,3,Layak
3.91,1736192,5,Tidak Ada,2,Layak
3.79,5179956,2,Tidak Ada,5,Layak
2.67,4041526,4,Ada,3,Layak
3.42,7202392,5,Ada,3,Layak
3.14,4164427,1,Ada,3,Layak
3.62,7506009,3,Tidak Ada,4,Tidak Layak
3.39,3107820,2,Tidak Ada,3,Layak
3.53,7042360,3,Ada,5,Layak
3.35,7180119,1,Tidak Ada,7,Tidak Layak
3.03,3832229,2,Ada,5,Layak
3.32,6556966,2,Tidak Ada,4,Tidak Layak
3.3,2130363,4,Tidak Ada,3,Layak
3.24,5556441,5,Ada,5,Layak
3.25,6022020,3,Ada,6,Layak
3.11,4153611,3,Tidak Ada,2,Tidak Layak
3.63,7450139,2,Ada,6,Layak
3.31,4300678,1,Tidak Ada,7,Tidak Layak
2.79,4734055,3,Tidak Ada,7,Tidak Layak
2.88,4769508,4,Tidak Ada,6,Tidak Layak
3.04,7682711,5,Ada,4,Layak
3.4,6603699,2,Ada,3,Layak
3.19,6949971,3,Ada,7,Layak
3.48,5489512,5,Tidak Ada,8,Layak
2.96,4530168,2,Tidak Ada,6,Tidak Layak
2.51,8640946,3,Ada,4,Tidak Layak
3.64,2957466,3,Tidak Ada,2,Layak
3.42,7748952,1,Ada,3,Layak
3.3,6492581,2,Ada,4,Layak
3.41,4701297,3,Tidak Ada,8,Layak
2.52,6700148,3,Ada,3,Tidak Layak
2.61,6700441,2,Ada,2,Tidak Layak
3.92,3897866,3,Tidak Ada,6,Layak
2.85,8915380,4,Tidak Ada,5,Tidak Layak
2.5,2309532,1,Tidak Ada,5,Tidak Layak
3.04,1511357,3,Ada,8,Layak
2.61,2554142,3,Ada,8,Layak
3.22,3124272,3,Ada,7,Layak
2.83,6990969,2,Tidak Ada,7,Tidak Layak
3.88,6504122,2,Ada,3,Layak
3.04,5936529,2,Ada,8,Layak
3.11,8903337,4,Ada,8,Layak
3.21,9494524,3,Ada,2,Tidak Layak
2.59,9718809,1,Ada,5,Tidak Layak
3.43,7148775,3,Ada,7,Layak
2.73,7507203,1,Tidak Ada,5,Tidak Layak
3.18,7837149,1,Tidak Ada,3,Tidak Layak
3.33,7942799,4,Tidak Ada,7,Tidak Layak
2.77,4309355,5,Ada,5,Layak
2.63,9697049,2,Ada,2,Tidak Layak
3.85,3644386,2,Tidak Ada,8,Layak
2.55,4372623,5,Tidak Ada,3,Tidak Layak
2.88,7324472,3,Ada,5,Layak
2.99,1618778,2,Ada,2,Layak
3.82,8365153,1,Tidak Ada,3,Tidak Layak
3.72,5504959,5,Ada,4,Layak
3.81,5110557,3,Ada,6,Layak
3.47,9969136,2,Ada,7,Tidak Layak
2.77,3286346,2,Ada,7,Layak
3.54,4790302,1,Tidak Ada,4,Tidak Layak
3.37,9773396,2,Ada,8,Tidak Layak
3.5,5113323,1,Ada,7,Layak
3.57,9009871,1,Ada,3,Layak
2.79,5548792,2,Tidak Ada,7,Tidak Layak
3.79,8510052,4,Ada,5,Layak
2.95,2493830,5,Tidak Ada,6,Layak
3.79,6784326,5,Ada,8,Layak
3.45,1583404,3,Ada,5,Layak
2.83,8568172,4,Tidak Ada,6,Tidak Layak
2.57,7305802,2,Ada,2,Tidak Layak
3.3,8732716,1,Tidak Ada,3,Tidak Layak
2.74,9316567,4,Tidak Ada,4,Tidak Layak
2.67,7669111,5,Tidak Ada,7,Tidak Layak
3.24,8531474,2,Tidak Ada,7,Tidak Layak
3.7,6729907,4,Tidak Ada,5,Tidak Layak
3.7,7259236,2,Tidak Ada,7,Tidak Layak
3.86,7374893,4,Tidak Ada,4,Tidak Layak
3.75,3137899,2,Tidak Ada,5,Layak
2.51,4571708,4,Ada,4,Layak
3.25,8330971,1,Ada,5,Tidak Layak
3.63,7196528,5,Ada,3,Layak
3.02,1968205,1,Ada,6,Layak
2.56,2636045,5,Ada,6,Layak
3.61,9429441,2,Ada,7,Layak
3.3,6767016,3,Tidak Ada,3,Tidak Layak
2.85,4926695,2,Tidak Ada,3,Tidak Layak
2.71,5177020,1,Tidak Ada,3,Tidak Layak
2.87,7798587,1,Tidak Ada,5,Tidak Layak
3.19,4235603,4,Ada,8,Layak
3.75,9845474,5,Ada,8,Layak
2.66,9971907,1,Tidak Ada,6,Tidak Layak
3.89,3284164,5,Tidak Ada,2,Layak
3.79,6921622,1,Ada,6,Layak
2.56,7956835,2,Tidak Ada,4,Tidak Layak
2.7,2142624,2,Ada,6,Layak
2.76,6509633,3,Tidak Ada,4,Tidak Layak
2.91,7864969,2,Tidak Ada,7,Tidak Layak
2.86,6695084,4,Ada,4,Layak
